"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url"
"1005001566255219","https://ae04.alicdn.com/kf/Hf211e69a361a4e0aa8376ab5c22ffb05B.jpg",,"New Smart Self-heating Coat Jacket Outdoor Heated Warmer Clothing Warm Up Heating Pads Clothes Electric USB Heated Vest Women","USD 2.93","USD 1.76","40%","USD","8.0","USD 0.14","47","100.0%","https://s.click.aliexpress.com/e/_De0Q02n"
"1005002531891267","https://ae04.alicdn.com/kf/H8fae8c4527ee4aeca98939c7fbf6f44aW.jpg",,"Unisex V-Neck Work Clothes pet grooming Uniforms institutions Beauty Salon Scrubs Tops Scrubs Tops Spa Uniforms Print Shirt A50","USD 9.40","USD 4.70","50%","USD","7","USD 0.33","64","92.0%","https://s.click.aliexpress.com/e/_DeFtRix"
"1005003141164177","https://ae04.alicdn.com/kf/H92ca491ce93742efb2d2ce4050c1ee6cr.jpg",,"LANTECH Women Gym Yoga Seamless Pants Run Hips Push Up Tights Exercise Sportswear Fitness Leggings Sports Clothes Activewear","USD 10.60","USD 7.31","31%","USD","7","USD 0.51","28","85.0%","https://s.click.aliexpress.com/e/_DBpdvPl"
"1005003202324082","https://ae04.alicdn.com/kf/H8e89feccde8e4611a320d0dd7bf8c239B.jpg",,"Fleece Pajama Set Women's Solid Long Sleeve Winter Terry Ladies Pijama Suit 2 Pcs with Long Pants Thick Warm Home Clothes Female","USD 43.84","USD 21.92","50%","USD","7","USD 1.53","24","100.0%","https://s.click.aliexpress.com/e/_DEvVVeF"
"1005004695672000","https://ae04.alicdn.com/kf/S6a653b9344f04d07968d2948d95f8039Q.jpg",,"USB Clothes Heater Pad With 3 Gear Adjustable Temperature Electric Heating Sheet Heating Warmer Pad For Vest Jacket","USD 8.96","USD 4.48","50%","USD","7","USD 0.31","270","92.5%","https://s.click.aliexpress.com/e/_DebXdb5"
"1005003678954474","https://ae04.alicdn.com/kf/Hd0ce6b23f26e4e6699e497c9f0bcbefbm.jpg",,"Women tshirt Fashion tops Cartoon Stretching panda 90s Clothes Print T shirt Short Sleeve Summer White T-shirt Female Tee shirt","USD 3.99","USD 3.07","23%","USD","9.0","USD 0.28","112","88.4%","https://s.click.aliexpress.com/e/_DCqfjFN"
"1005004300044009","https://ae04.alicdn.com/kf/S1f2cd9ca796d4829adf4e3dd366888366.jpg",,"Chinese Dragon Print Women T shirt Harajuku Vintage Short Sleeve T-Shirt Female Summer Oversized T-shirt Woman Clothes Y2k Tops","USD 3.55","USD 2.48","30%","USD","10.0","USD 0.25","20","80.0%","https://s.click.aliexpress.com/e/_DEJ8eRp"
"1005004572543021","https://ae04.alicdn.com/kf/Sc3cfd8e213c5441b90b2356037abc204i.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100072336546.mp4","Patchwork Black T-shirts Gothic One Shoulder Sleeve Y2k Crop Tops Hip Hop Techwear Women Clothes Tees Graphic T Shirts Harajuku","USD 1.28","USD 1.28","0%","USD","9","USD 0.12","141","98.9%","https://s.click.aliexpress.com/e/_Dn23Fjl"
"1005003395717086","https://ae04.alicdn.com/kf/Haa47f3aa39d54be6add46ccf435371dfj.jpg",,"Chosen Religious Clothes for Women T Shirts Retro Short Sleeved Christian Gift Mother Favourive T-shirt Oversized Top Dropship","USD 14.44","USD 10.11","30%","USD","9","USD 0.91","35","100.0%","https://s.click.aliexpress.com/e/_DBD2y9V"
"1005002393087632","https://ae04.alicdn.com/kf/Sd6af35cb44294861a8141d811a3a3fc7w.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/303490484304.mp4","Belly Dance Suit Printing Top Half Sleeve Split Skirt Performance Clothes Set Oriental Dancing Female Elegant Practice Clothing","USD 19.71","USD 13.80","30%","USD","7","USD 0.97","22","100.0%","https://s.click.aliexpress.com/e/_DFDA11v"
"1005002025149186","https://ae04.alicdn.com/kf/S3752f9f3d6234a27a02726cc71e2cba5v.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/290632440168.mp4","17PCS Heated Jacket Fashion Men Women Coat Intelligent USB Electric Heating Thermal Warm Clothes Winter Heated Vest Plussize","USD 28.39","USD 16.18","43%","USD","7","USD 1.13","1203","89.3%","https://s.click.aliexpress.com/e/_Dnp7KPv"
"1005001737363770","https://ae04.alicdn.com/kf/H7d8a16f9a58545e4ae1df07994bc2469L.jpg",,"Pullover Sweater Women Turtleneck Pullovers Solid Stretch Striped Korean Top Knit  Harajuku Fall 2022 Winter Clothes","USD 52.78","USD 26.39","50%","USD","9","USD 2.38","31","84.0%","https://s.click.aliexpress.com/e/_DdTrvwj"
"1005002060655515","https://ae04.alicdn.com/kf/Hfd1396fe8788452b95a367595d0ae82a4.jpg",,"Belly Dance Dress Modal Long Skirt Half Sleeve Practice Clothes Female Adult Elegant Sexy Profession Performance Clothing","USD 32.14","USD 22.50","30%","USD","8.0","USD 1.80","33","94.5%","https://s.click.aliexpress.com/e/_DCmyItH"
"1005001484189496","https://ae04.alicdn.com/kf/H25f2814e8a4e43a8860c427f05d1a5a7p.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/280461287044.mp4","Winter Thermal Underwear Sets Stretch Plus Velvet Ladies Clothes Warm Intimates Print Long Johns Women Solid  Pajamas Set XXL","USD 30.80","USD 16.94","45%","USD","7","USD 1.19","74","100.0%","https://s.click.aliexpress.com/e/_Dldburh"
"1005003403337749","https://ae04.alicdn.com/kf/S47759d5e5eea4bd3a951f2939049f1ecB.jpg",,"Thermal Underwear Women Plus Velvet Thickening Suit Mid-high Collar Suit Winter Slim Autumn Clothes + Long Trousers Long Johns","USD 23.74","USD 11.87","50%","USD","7","USD 0.83","65","90.9%","https://s.click.aliexpress.com/e/_DmE9icb"
"1005004133679149","https://ae04.alicdn.com/kf/Sc17dbba95ace4a02a8e65ab5456cb667n.jpg",,"women's cycling shirt  cycle jersey long sleeve summer bicycle clothes Motocross jersey   downhill T-shirt mtb enduro shirt","USD 19.00","USD 12.35","35%","USD","7","USD 0.86","65","98.7%","https://s.click.aliexpress.com/e/_DD4YgeB"
"1005003333861113","https://ae04.alicdn.com/kf/Haadd73b254bd4abaa3af743189e95ae04.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/341704013677.mp4","Woman Thermal Underwear Winter Fleece Warm Tops Long Sleeves O Neck Clothes","USD 17.63","USD 10.75","39%","USD","8.0","USD 0.86","282","94.0%","https://s.click.aliexpress.com/e/_Dnot7A3"
"1005004683177186","https://ae04.alicdn.com/kf/Se3d124cb54174a008f7c9a14763a94885.jpg",,"Hooded Sweatshirt Women's Fashion Spring And Autumn New Top Korean Loose Sweet Hello Kitty Pullover Sanrio Women Clothes Y2k Top","USD 22.21","USD 17.77","20%","USD","9.0","USD 1.60","22","100.0%","https://s.click.aliexpress.com/e/_DEK4Zgr"
"1005004458157946","https://ae04.alicdn.com/kf/S941f7010fca745f1b666f4e9f3cf2213q.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100056850514.mp4","Anime Sailor Moon Cosplay Costumes Halloween Costumes for Women Vestido Anime Clothes Dress Suit Wig Loli Clothing Encanto","USD 22.84","USD 18.27","20%","USD","8.0","USD 1.46","24","100.0%","https://s.click.aliexpress.com/e/_DmKgmU7"
"1005004655843524","https://ae04.alicdn.com/kf/S2fcef129c2ae4d89b8b0151c786c3ddaB.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100081490665.mp4","Anime Demon Slayer Kimetsu no Yaiba Agatsuma Zenitsu Cosplay Costume Women Kimono Uniform Halloween Christmas Party Clothes","USD 30.22","USD 15.41","49%","USD","7","USD 1.08","23","100.0%","https://s.click.aliexpress.com/e/_Dn0MCox"
"1005002689970450","https://ae04.alicdn.com/kf/H61db27e4e8e248179027c8ce3ae55d74q.jpg",,"Yoga Vest Women Running Shirts Sleeveless Gym Tank Top Sportswear Quick Dry Breathable Workout Tank Top Fitness Clothes","USD 7.13","USD 4.99","30%","USD","7","USD 0.35","30","100.0%","https://s.click.aliexpress.com/e/_DdSelFl"
"1005004355409731","https://ae04.alicdn.com/kf/S9112ef9156a24e6280542f892c04fdffQ.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100062267310.mp4","Goth Dark Mall Gothic Bandage Cut Out Tank Tops Grunge Fishnet Patchwork Buckle Sexy Crop Tops Sleeveless Bodycon Black Clothes","USD 21.78","USD 10.89","50%","USD","14.0","USD 1.52","69","95.0%","https://s.click.aliexpress.com/e/_DdTz7oB"
"1005004246288064","https://ae04.alicdn.com/kf/S3656e85e3f29481ca52449ace90feb626.jpg",,"Sexy cropped tops women 2022 Summer knit tank top women corset top white crop top ribbed fish bone cute black tops punk clothes","USD 19.98","USD 10.99","45%","USD","9","USD 0.99","27","100.0%","https://s.click.aliexpress.com/e/_DmujloR"
"1005004488849621","https://ae04.alicdn.com/kf/S22de098398a44b0da3f334ada4f9ab43S.jpg",,"Sanrio Hello Kitty Pajamas Female Clothing Sets Kawaii Flannel Thick Suit Women's Home Clothes Cartoon Soft Nightwear Tops Pants","USD 20.29","USD 16.23","20%","USD","8.0","USD 1.30","60","88.0%","https://s.click.aliexpress.com/e/_Dc9C7Nv"
"1005004659186537","https://ae04.alicdn.com/kf/S3a08727d34c546e29f3b555e57180a90l.jpg",,"Women's Thermal Underwear Set Warm Casual Underwear Long Johns Sets Female Golden Velvet Warm Pants Thermo Underwear Undershirt","USD 16.42","USD 11.49","30%","USD","7","USD 0.80","39","90.0%","https://s.click.aliexpress.com/e/_De2FWsF"
"4000190718348","https://ae04.alicdn.com/kf/Hbdf4e28883ab4314a7c1ab87dd1c8f97Z.jpg",,"Pregnancy Abdominal Pants Boyfriend Jeans Maternity Pants For Pregnant Women Clothes High Waist Trousers Loose Denim Jeans","USD 28.13","USD 19.69","30%","USD","7","USD 1.38","71","95.3%","https://s.click.aliexpress.com/e/_DdiiVEF"
"1005004122939755","https://ae04.alicdn.com/kf/Sc860232caee3422f8972f8caf24d51c79.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100024674729.mp4","2022 Black Cute Lolita Maid Costumes Girls Women Lovely Maid Cosplay Costume Animation Show Japanese Outfit Dress Clothes","USD 32.69","USD 16.34","50%","USD","7","USD 1.14","74","78.5%","https://s.click.aliexpress.com/e/_DkBL4ar"
"1005004523818484","https://ae04.alicdn.com/kf/S1259a59e7ca142638febdaecabedb9bbP.jpg",,"Disney Cute Stitch Home Clothes Women Men Plush Soft Nightgown Robes Y2k Cute Thick Pajamas Long Coat Cartoon Flannel Bathrobe","USD 27.61","USD 26.50","4%","USD","8.0","USD 2.12","66","100.0%","https://s.click.aliexpress.com/e/_DeuOOGL"
"33022441896","https://ae04.alicdn.com/kf/HTB17KrgaCWD3KVjSZSgq6ACxVXa3.jpg",,"Fashion Women’s Soft One Piece Long Sleeved Elastic Modal Arm Warm Cover Shrug   Hijab Tops Muslim Clothes","USD 4.34","USD 2.08","52%","USD","8.0","USD 0.17","389","93.7%","https://s.click.aliexpress.com/e/_DCGRs2J"
"1005004354774014","https://ae04.alicdn.com/kf/Sd27e91a05f5046279028327d012fe639A.jpg",,"TGM Activewear Suits Flared Leggings Yoga Pants and Short-sleeved Tshirts Oversized Tees Women's Two Piece Sets Workout Clothes","USD 88.00","USD 44.88","49%","USD","9","USD 4.04","1663","95.1%","https://s.click.aliexpress.com/e/_DBQEs07"
"1005004438304484","https://ae04.alicdn.com/kf/A913f519133854763bb54d03537410603M.jpg",,"Game Genshin Impact Kamisato Ayaka Cosplay Costume Ayaka Kamisato Cosplay For Women Anime Dress Halloween Anime Clothes","USD 11.12","USD 5.34","52%","USD","7","USD 0.37","72","100.0%","https://s.click.aliexpress.com/e/_DDw7pzD"
"1005004497130605","https://ae04.alicdn.com/kf/Sd466ad54d15d4b019ecbce395b2dd5d7s.jpg",,"Hayao Harajuku Studio Ghibli Totoro Print Women Female Tshirt Summer Harajuku Short Sleeve T Shirts Cartoon Casual Woman Clothes","USD 7.98","USD 3.99","50%","USD","9.0","USD 0.36","30","100.0%","https://s.click.aliexpress.com/e/_DFarFZt"
"1005003414192738","https://ae04.alicdn.com/kf/H14aee966787b46b8abc5401309c3d689Y.jpg",,"Squid Game Jacket Pants Round Six Men Women Costumes Cosplay Sports Zipper Cardigan Digital 456 Printing Pocket Sweatshirts Set","USD 19.00","USD 9.50","50%","USD","7","USD 0.66","186","93.9%","https://s.click.aliexpress.com/e/_DEF0FJl"
"1005004100282139","https://ae04.alicdn.com/kf/S2b11cac1888b4dd19c8f5ac515152286y.jpg",,"36Pcs Women Clear Double Sided Tape For Clothes Dress Body Skin Adhesive Sticker","USD 0.50","USD 0.33","33%","USD","7","USD 0.02","86","96.4%","https://s.click.aliexpress.com/e/_Dll8yRv"
"1005002650230409","https://ae04.alicdn.com/kf/Sa5abace640d34bd5be1897baf5a3b065h.jpg",,"Pet grooming institution Scrubs set High Quality Spa Uniforms Unisex V-Neck Work clothes Medical suits clothes Scrubs Tops Pants","USD 25.00","USD 8.75","65%","USD","7","USD 0.61","2472","91.5%","https://s.click.aliexpress.com/e/_DDTl3Kx"
"1005004611586336","https://ae04.alicdn.com/kf/Se4b53026a13a405fa6281216572e9d34U.jpg",,"YKYWBIKE Cycling Jersey Women's Cycling long sleeve quick drying breathable MTB Jerseys road mountain bike Clothes Spring Autumn","USD 55.37","USD 35.44","36%","USD","8.0","USD 2.84","47","100.0%","https://s.click.aliexpress.com/e/_DCjBulz"
"1005003906440358","https://ae04.alicdn.com/kf/S4753ec66323b4804b6bd4b9e1a8eb5b5d.jpg",,"Tres Pinas New Women's Cycling Jersey Spring Autumn Long Sleeve Fit Thin Bike Shirts MTB Road Bicycle Clothes Maillot Ciclismo","USD 34.00","USD 17.68","48%","USD","8.0","USD 1.41","24","100.0%","https://s.click.aliexpress.com/e/_DDuhhun"
"1005004387365747","https://ae04.alicdn.com/kf/S088e5a4eca0c40ae9912d2b4f5275345y.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100046920360.mp4","Ballet Leotard For Women's Practice Clothes Burnt Flower Velvet Big U-back Gymnastics Leotard Adult Ballerina Stage Costumes","USD 37.00","USD 24.05","35%","USD","8.0","USD 1.92","66","98.7%","https://s.click.aliexpress.com/e/_DEQN7UP"
"1005004021181784","https://ae04.alicdn.com/kf/S559ce113777247439d75976741d4543cl.jpg",,"Fashion Zumba Dance Print Female T Shirt Women Clothes Funny Graphic Printed Tshirt Femme Harajuku Shirt Streatwear T-shirts","USD 5.00","USD 2.50","50%","USD","9.0","USD 0.22","56","96.9%","https://s.click.aliexpress.com/e/_DEYJlBl"
